행정구역별(시도),성별,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
행정구역별(시도),성별,외국인,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75세 이상,외국인,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75세 이상,외국인,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75세 이상,외국인,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75세 이상,외국인,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75세 이상,외국인,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75세 이상
동부,여자,459479,10170,6356,4044,10795,50777,67853,51628,36467,36296,44567,49023,40756,27254,11745,4792,6956,477220,11174,7326,4499,12651,54456,67663,56697,39054,35020,44439,50470,38490,29985,13057,4953,7286,505107,11715,6323,3682,13943,59813,69789,63793,44685,35774,45961,49203,39027,33567,15104,5407,7321,560253,13758,7854,4934,16364,69515,72782,72028,52526,39838,47997,49780,46344,35854,16905,6133,7641,603406,16639,10624,6162,18753,75893,74829,77589,58144,44059,48373,50032,49802,37216,19439,7494,8358,600694,15503,10745,6310,12826,64255,72698,80329,62741,46042,45935,50030,51314,40667,22763,9139,9397
서울특별시,계,337116,7535,5330,3654,8057,30745,43304,33491,25786,27831,34362,39716,35027,24166,9755,3597,4760,335167,7707,5946,3941,9540,33598,41250,34632,25565,25379,32534,39550,31306,25638,10446,3475,4660,343927,7463,4571,2809,9616,38376,41895,38924,28581,24518,32647,36631,30200,28064,11719,3563,4350,374425,8550,5285,3503,10316,46385,43117,42092,31941,26277,34033,36875,36009,29126,12728,3902,4286,390177,10331,6811,4002,11271,50191,43782,43080,33507,27399,33162,35968,37702,29190,14213,4889,4679,366454,8888,6623,3918,7720,38266,39586,42250,33479,26878,29520,34148,37548,30681,16380,5699,4870
서울특별시,남자,165218,3898,2791,1912,3396,11734,20691,17597,14595,15499,17548,19020,16818,11968,4606,1496,1649,162741,3948,3120,2094,3888,12127,19090,17859,14268,14381,16769,19404,15125,12719,5026,1447,1476,165249,3769,2363,1486,3796,13442,18924,20087,15885,13940,17010,17974,14356,13893,5629,1445,1250,182420,4311,2713,1791,4269,17517,19720,21747,17596,14958,18368,18574,17596,14342,6161,1559,1198,189562,5324,3495,2028,4450,19014,19873,21856,18255,15426,18072,18451,18660,14367,6788,2039,1464,173390,4575,3403,2003,2974,13938,16241,20499,17349,14539,15752,17287,18361,14830,7841,2430,1368
서울특별시,여자,171898,3637,2539,1742,4661,19011,22613,15894,11191,12332,16814,20696,18209,12198,5149,2101,3111,172426,3759,2826,1847,5652,21471,22160,16773,11297,10998,15765,20146,16181,12919,5420,2028,3184,178678,3694,2208,1323,5820,24934,22971,18837,12696,10578,15637,18657,15844,14171,6090,2118,3100,192005,4239,2572,1712,6047,28868,23397,20345,14345,11319,15665,18301,18413,14784,6567,2343,3088,200615,5007,3316,1974,6821,31177,23909,21224,15252,11973,15090,17517,19042,14823,7425,2850,3215,193064,4313,3220,1915,4746,24328,23345,21751,16130,12339,13768,16861,19187,15851,8539,3269,3502
부산광역시,계,44070,521,475,415,1288,7464,9012,6921,4775,3755,2892,2360,1804,1169,559,266,394,46168,515,500,410,1770,8092,8963,7430,4992,3798,3094,2488,1709,1262,564,211,370,48808,480,301,261,2083,8896,9177,7996,5544,3937,3280,2610,1787,1307,611,227,311,55506,601,393,308,2545,10908,10092,9058,6548,4442,3622,2591,1946,1299,613,248,292,60502,781,509,354,2373,11949,10537,9689,7384,4929,4112,2888,2160,1370,789,312,366,54914,716,483,341,1364,9531,9638,9319,7225,4808,3664,2811,1992,1500,851,343,328
부산광역시,남자,26008,265,238,214,586,3687,5622,4832,3330,2502,1593,1156,825,583,290,138,147,26920,259,261,199,830,3835,5545,5068,3448,2477,1747,1250,827,637,287,111,139,28130,234,147,124,968,4281,5565,5296,3751,2500,1853,1370,860,659,286,117,119,31621,305,193,151,1250,5473,6035,5800,4247,2736,2055,1307,925,639,287,120,98,34021,377,231,169,1088,5990,6134,6035,4661,2968,2375,1550,1081,665,381,168,148,29874,352,220,165,606,4719,5339,5540,4406,2811,2026,1386,940,688,393,158,125
부산광역시,여자,18062,256,237,201,702,3777,3390,2089,1445,1253,1299,1204,979,586,269,128,247,19248,256,239,211,940,4257,3418,2362,1544,1321,1347,1238,882,625,277,100,231,20678,246,154,137,1115,4615,3612,2700,1793,1437,1427,1240,927,648,325,110,192,23885,296,200,157,1295,5435,4057,3258,2301,1706,1567,1284,1021,660,326,128,194,26481,404,278,185,1285,5959,4403,3654,2723,1961,1737,1338,1079,705,408,144,218,25040,364,263,176,758,4812,4299,3779,2819,1997,1638,1425,1052,812,458,185,203
대구광역시,계,29282,370,294,187,606,4206,6308,4843,3365,2584,2241,1664,1135,744,319,180,236,30492,402,341,224,606,4097,6318,5360,3583,2610,2381,1882,1160,772,369,160,227,31365,405,230,143,717,4033,6264,5738,3810,2665,2502,1987,1272,845,413,155,186,35280,493,297,217,1143,5027,6601,6372,4538,3022,2568,1957,1380,854,466,165,180,40092,702,440,292,1876,6088,6778,6873,5029,3433,2935,2216,1562,910,521,202,235,37398,622,384,247,1559,5756,6143,6424,4957,3284,2599,2070,1499,913,518,212,211
대구광역시,남자,17292,168,146,89,263,2279,3774,3208,2287,1685,1249,884,554,360,157,89,100,17948,185,159,118,300,2227,3831,3478,2343,1674,1360,979,568,377,184,72,93,18112,190,106,77,321,2149,3743,3592,2424,1649,1431,1027,639,421,193,78,72,19839,240,145,112,537,2642,3869,3852,2773,1780,1452,989,677,411,211,80,69,22181,344,203,138,944,3203,3855,3996,3018,1992,1656,1204,758,453,234,92,91,19646,303,171,128,740,2935,3292,3555,2790,1808,1405,1022,699,410,226,84,78
대구광역시,여자,11990,202,148,98,343,1927,2534,1635,1078,899,992,780,581,384,162,91,136,12544,217,182,106,306,1870,2487,1882,1240,936,1021,903,592,395,185,88,134,13253,215,124,66,396,1884,2521,2146,1386,1016,1071,960,633,424,220,77,114,15441,253,152,105,606,2385,2732,2520,1765,1242,1116,968,703,443,255,85,111,17911,358,237,154,932,2885,2923,2877,2011,1441,1279,1012,804,457,287,110,144,17752,319,213,119,819,2821,2851,2869,2167,1476,1194,1048,800,503,292,128,133
인천광역시,계,67850,1311,897,616,1253,5715,11265,11293,8182,6629,5919,5284,3951,3006,1269,551,709,71873,1703,1102,740,1323,5655,11448,12030,8868,6658,6298,5755,4075,3282,1573,594,769,79170,2162,1207,768,1519,6120,12027,13710,10145,6928,6892,6024,4509,3781,1911,665,802,88489,2842,1602,1071,1962,7393,12708,15123,11408,7572,7217,6243,5318,4284,2180,758,808,100174,3729,2338,1370,3073,8478,13248,16120,12612,8586,7899,6928,6338,4794,2664,1005,992,99212,3583,2427,1439,1853,7544,11859,16175,13244,9021,7587,6939,6641,5375,3168,1213,1144
인천광역시,남자,40224,660,469,309,589,3267,7243,7636,5531,4134,3302,2681,1906,1435,576,231,255,41959,881,594,385,629,3157,7272,7961,5829,4095,3497,2923,1977,1541,727,228,263,45773,1101,647,412,752,3517,7499,8800,6628,4232,3736,3070,2231,1768,872,258,250,50742,1472,826,538,984,4364,7885,9563,7329,4635,3922,3129,2557,2007,1010,292,229,56990,1938,1199,741,1495,5019,8171,10022,7845,5222,4452,3605,3047,2293,1206,422,313,54688,1844,1263,769,881,4268,6971,9631,8093,5343,4176,3530,3151,2546,1410,495,317
인천광역시,여자,27626,651,428,307,664,2448,4022,3657,2651,2495,2617,2603,2045,1571,693,320,454,29914,822,508,355,694,2498,4176,4069,3039,2563,2801,2832,2098,1741,846,366,506,33397,1061,560,356,767,2603,4528,4910,3517,2696,3156,2954,2278,2013,1039,407,552,37747,1370,776,533,978,3029,4823,5560,4079,2937,3295,3114,2761,2277,1170,466,579,43184,1791,1139,629,1578,3459,5077,6098,4767,3364,3447,3323,3291,2501,1458,583,679,44524,1739,1164,670,972,3276,4888,6544,5151,3678,3411,3409,3490,2829,1758,718,827
광주광역시,계,21592,286,208,143,559,4008,4577,3197,2192,1823,1468,1320,879,489,213,92,138,23701,364,263,191,642,4230,4966,3528,2436,1992,1687,1441,930,549,261,99,122,26052,424,257,185,766,4717,5189,3967,2784,2072,1926,1563,1040,652,295,114,101,29833,511,339,244,1226,5623,5723,4481,3247,2382,2108,1659,1093,690,285,117,105,33286,702,545,304,1409,6310,5992,5009,3632,2659,2285,1801,1279,727,347,153,132,30573,579,486,313,890,5492,5472,4844,3588,2497,2134,1662,1250,739,360,145,122
광주광역시,남자,12211,142,110,73,284,2004,2721,2057,1418,1103,798,614,437,246,104,39,61,13211,184,129,99,317,2181,2929,2142,1528,1166,913,682,455,278,117,41,50,14532,220,129,92,423,2484,3078,2353,1702,1172,1066,745,522,325,135,47,39,16601,259,159,124,621,3168,3340,2618,1924,1327,1170,812,523,346,123,49,38,18348,345,260,145,708,3592,3485,2832,2078,1482,1235,932,621,364,149,72,48,16308,293,238,145,402,3113,3052,2690,1963,1359,1082,799,569,351,154,55,43
광주광역시,여자,9381,144,98,70,275,2004,1856,1140,774,720,670,706,442,243,109,53,77,10490,180,134,92,325,2049,2037,1386,908,826,774,759,475,271,144,58,72,11520,204,128,93,343,2233,2111,1614,1082,900,860,818,518,327,160,67,62,13232,252,180,120,605,2455,2383,1863,1323,1055,938,847,570,344,162,68,67,14938,357,285,159,701,2718,2507,2177,1554,1177,1050,869,658,363,198,81,84,14265,286,248,168,488,2379,2420,2154,1625,1138,1052,863,681,388,206,90,79
대전광역시,계,19080,407,265,191,927,4374,3454,2270,1577,1353,1206,1122,865,546,258,114,151,19687,403,311,184,975,4442,3462,2436,1688,1340,1301,1158,841,621,270,105,150,20534,375,198,104,1011,4758,3471,2566,1919,1344,1477,1210,889,684,293,113,122,22858,503,254,140,1179,5319,3691,3025,2206,1561,1555,1226,927,717,315,123,117,25147,638,361,211,1448,5518,3803,3416,2460,1798,1678,1342,1061,713,389,173,138,22928,557,345,180,925,4320,3721,3412,2397,1755,1454,1333,1041,725,436,183,144
대전광역시,남자,8933,205,132,102,464,1747,1542,1124,834,735,610,513,410,269,117,61,68,9222,196,156,90,477,1831,1586,1184,883,703,653,536,380,318,113,47,69,9703,190,104,52,492,2083,1569,1253,975,685,746,574,400,349,126,56,49,10959,259,128,74,605,2504,1715,1445,1060,791,777,598,427,336,145,49,46,12064,330,178,114,717,2602,1770,1653,1176,872,852,672,490,338,168,75,57,10497,300,172,91,415,2090,1654,1574,1062,785,654,604,445,328,190,73,60
대전광역시,여자,10147,202,133,89,463,2627,1912,1146,743,618,596,609,455,277,141,53,83,10465,207,155,94,498,2611,1876,1252,805,637,648,622,461,303,157,58,81,10831,185,94,52,519,2675,1902,1313,944,659,731,636,489,335,167,57,73,11899,244,126,66,574,2815,1976,1580,1146,770,778,628,500,381,170,74,71,13083,308,183,97,731,2916,2033,1763,1284,926,826,670,571,375,221,98,81,12431,257,173,89,510,2230,2067,1838,1335,970,800,729,596,397,246,110,84
울산광역시,계,29860,631,333,146,427,2518,5362,4826,3313,3014,3080,2705,1747,1035,393,159,171,28792,594,365,150,432,2326,5076,4705,3227,2667,2973,2752,1664,1063,444,160,194,26601,504,273,148,384,2088,4413,4523,3143,2354,2794,2558,1556,1048,462,155,198,27162,457,255,176,457,2472,4280,4550,3330,2427,2664,2463,1766,1017,474,164,210,28604,521,369,216,504,2705,4470,4731,3481,2576,2631,2497,1918,1052,509,201,223,26895,484,358,215,347,2246,3842,4486,3402,2544,2419,2455,1940,1134,574,224,225
울산광역시,남자,19321,336,173,63,237,1562,3669,3516,2353,2057,1881,1544,1017,593,210,70,40,18160,296,198,61,250,1424,3396,3284,2238,1796,1751,1585,958,584,223,66,50,16354,263,149,64,218,1179,2889,3081,2081,1534,1655,1453,872,574,230,62,50,16532,226,128,92,252,1491,2771,2993,2213,1507,1569,1404,983,555,222,68,58,17419,257,193,118,274,1704,2901,3045,2267,1587,1561,1445,1085,576,250,86,70,15847,253,199,120,179,1367,2379,2791,2127,1544,1383,1392,1073,616,278,79,67
울산광역시,여자,10539,295,160,83,190,956,1693,1310,960,957,1199,1161,730,442,183,89,131,10632,298,167,89,182,902,1680,1421,989,871,1222,1167,706,479,221,94,144,10247,241,124,84,166,909,1524,1442,1062,820,1139,1105,684,474,232,93,148,10630,231,127,84,205,981,1509,1557,1117,920,1095,1059,783,462,252,96,152,11185,264,176,98,230,1001,1569,1686,1214,989,1070,1052,833,476,259,115,153,11048,231,159,95,168,879,1463,1695,1275,1000,1036,1063,867,518,296,145,158
세종특별자치시,계,4471,52,42,18,127,572,891,739,512,416,343,311,201,132,66,15,34,4835,67,40,14,156,568,892,797,551,423,390,384,253,168,75,24,33,5290,69,38,22,190,615,951,889,610,466,428,413,261,216,73,25,24,6486,86,52,34,331,925,1127,1025,773,564,473,395,332,223,92,27,27,7829,102,73,43,372,1313,1418,1244,849,622,543,426,402,256,102,36,28,7244,91,66,36,153,1142,1299,1187,940,588,481,428,365,259,129,51,29
세종특별자치시,남자,2755,31,16,11,63,332,609,479,332,280,188,169,113,78,37,6,11,2883,40,18,X,83,315,573,501,350,269,227,214,134,93,40,11,11,3130,42,23,5,97,350,607,550,370,297,237,234,137,119,41,14,7,3887,48,28,7,195,535,735,669,465,333,283,219,168,122,57,16,7,4860,61,39,12,224,865,948,837,510,353,332,250,208,138,57,18,8,4398,52,34,11,87,736,860,766,571,334,278,243,183,138,72,23,10
세종특별자치시,여자,1716,21,26,7,64,240,282,260,180,136,155,142,88,54,29,9,23,1952,27,22,10,73,253,319,296,201,154,163,170,119,75,35,13,22,2160,27,15,17,93,265,344,339,240,169,191,179,124,97,32,11,17,2599,38,24,27,136,390,392,356,308,231,190,176,164,101,35,11,20,2969,41,34,31,148,448,470,407,339,269,211,176,194,118,45,18,20,2846,39,32,25,66,406,439,421,369,254,203,185,182,121,57,28,19
경기도,계,452632,8468,4549,2532,5050,36761,76456,70227,51623,43484,42740,40545,32421,21666,9166,3164,3780,472699,9920,5642,2945,5568,37353,77821,75460,54115,42765,43923,43367,31431,24786,10334,3308,3961,497089,10851,5483,2752,5778,38031,79865,81650,59920,42675,45987,43578,32383,28129,12182,3808,4017,558197,12901,7051,3919,7625,45807,85114,91369,68424,47185,49504,45905,39924,30691,14033,4385,4360,594795,15322,9266,5160,8198,47999,85069,95955,73940,52082,50939,47743,43927,32313,16221,5559,5102,583462,15065,9876,5619,6187,38752,75991,94490,76278,53379,47438,47549,45444,35208,19290,7153,5743
경기도,남자,269861,4285,2351,1311,2622,23551,49759,46564,34106,26804,23513,20689,16224,10938,4450,1355,1339,282365,5041,2975,1529,2798,24120,51514,49779,35635,26583,24422,22268,15605,12465,4983,1345,1303,295967,5486,2841,1359,2925,24530,53049,53399,39200,26302,25587,22609,16069,14040,5827,1528,1216,333260,6613,3546,1935,3950,29992,57443,59585,44295,29308,27796,24190,19760,15200,6634,1794,1219,355254,7836,4649,2571,4079,31035,57795,62399,47825,32478,29325,25565,22158,15925,7645,2370,1599,338649,7623,4928,2829,2966,23800,50497,60025,48026,32929,26995,24973,22525,16996,8951,2989,1597
경기도,여자,182771,4183,2198,1221,2428,13210,26697,23663,17517,16680,19227,19856,16197,10728,4716,1809,2441,190334,4879,2667,1416,2770,13233,26307,25681,18480,16182,19501,21099,15826,12321,5351,1963,2658,201122,5365,2642,1393,2853,13501,26816,28251,20720,16373,20400,20969,16314,14089,6355,2280,2801,224937,6288,3505,1984,3675,15815,27671,31784,24129,17877,21708,21715,20164,15491,7399,2591,3141,239541,7486,4617,2589,4119,16964,27274,33556,26115,19604,21614,22178,21769,16388,8576,3189,3503,244813,7442,4948,2790,3221,14952,25494,34465,28252,20450,20443,22576,22919,18212,10339,4164,4146
강원도,계,18306,181,171,105,454,3105,3537,2684,1800,1479,1344,1144,932,655,344,184,187,19364,154,181,112,494,3477,3662,2924,1922,1488,1383,1246,908,689,364,190,170,20996,119,86,71,626,4111,3852,3095,2221,1534,1522,1323,955,736,393,174,178,24149,147,103,102,768,4849,4502,3669,2711,1809,1660,1393,1018,674,395,159,190,27008,224,155,132,695,5014,5085,4157,3060,2098,1831,1660,1210,813,448,204,222,24654,216,152,94,368,3954,4827,3973,3008,2068,1637,1491,1167,854,433,210,202
강원도,남자,9640,100,77,53,194,1562,1911,1574,1135,866,626,473,408,317,174,83,87,10339,84,88,56,234,1919,2007,1682,1172,856,657,516,400,336,167,100,65,11279,65,36,32,323,2370,2165,1747,1299,855,736,548,405,357,188,85,68,13077,73,49,49,419,2815,2627,2059,1528,979,808,586,429,317,175,84,80,14619,112,78,63,337,2947,2918,2327,1701,1130,909,765,545,380,215,99,93,12843,105,79,40,198,2251,2753,2170,1605,1066,750,617,466,366,207,94,76
강원도,여자,8666,81,94,52,260,1543,1626,1110,665,613,718,671,524,338,170,101,100,9025,70,93,56,260,1558,1655,1242,750,632,726,730,508,353,197,90,105,9717,54,50,39,303,1741,1687,1348,922,679,786,775,550,379,205,89,110,11072,74,54,53,349,2034,1875,1610,1183,830,852,807,589,357,220,75,110,12389,112,77,69,358,2067,2167,1830,1359,968,922,895,665,433,233,105,129,11811,111,73,54,170,1703,2074,1803,1403,1002,887,874,701,488,226,116,126
충청북도,계,40758,361,287,214,645,4958,7793,6460,4682,3747,3606,3230,2373,1314,617,205,266,44901,493,375,232,757,5829,8473,7063,5167,3908,3802,3647,2465,1526,685,219,260,48237,603,379,238,942,6121,8847,7942,5698,4045,4118,3653,2585,1798,749,262,257,54835,752,487,324,1138,7239,9840,9115,6867,4634,4401,3768,2959,1944,834,291,242,59783,925,697,455,1212,7568,10378,10058,7546,5262,4538,4129,3276,2128,954,383,274,57094,902,673,438,773,6448,9582,9984,7626,5218,4225,3930,3257,2215,1086,421,316
충청북도,남자,25416,185,146,107,314,2841,5087,4458,3308,2422,2095,1804,1384,750,320,92,103,28225,254,194,114,369,3588,5610,4813,3657,2490,2242,2073,1374,899,355,96,97,30178,298,180,127,519,3820,5875,5383,3913,2549,2424,2056,1402,1055,381,120,76,34279,399,233,172,605,4665,6549,6116,4648,2896,2580,2101,1573,1133,426,116,67,37021,469,336,239,663,4858,6861,6629,4994,3320,2623,2337,1765,1170,503,171,83,34651,484,325,237,429,4070,6268,6433,4930,3250,2375,2141,1740,1152,559,178,80
